po_number,date,supplier,material_id,qty_ordered,qty_received,unit_price,total_eur,expected_delivery,actual_delivery,delay_days,quality_score
PO-00372,2025-07-06,Texon International,MAT_0205,1203,1203,3.33,4005.26,2025-07-27,2025-07-27,0,4
PO-01748,2025-07-06,Gomma Padana,MAT_0194,1115,1115,12.35,13766.86,2025-07-19,2025-07-27,8,4
PO-01155,2025-07-06,Foam Italia,MAT_0280,1390,1390,6.06,8421.37,2025-07-17,2025-07-17,0,4
PO-01414,2025-07-06,Toray Industries,MAT_0252,2873,2873,18.7,53736.94,2025-08-15,2025-08-15,0,4
PO-00366,2025-07-06,Foam Italia,MAT_0240,1700,1700,3.6,6126.02,2025-07-20,2025-07-20,0,5
PO-01457,2025-07-06,Toray Composite,MAT_0369,163,163,43.86,7149.19,2025-08-13,2025-08-13,0,5
PO-00245,2025-07-06,Far Eastern Textile,MAT_0199,1734,1734,3.25,5640.02,2025-08-18,2025-08-18,0,3
PO-00696,2025-07-06,American & Efird,MAT_0109,387,387,5.59,2164.75,2025-08-11,2025-08-11,0,4
PO-00698,2025-07-06,Far Eastern Textile,MAT_0378,2280,2280,3.42,7797.76,2025-08-20,2025-08-20,0,4
PO-00862,2025-07-06,Toray Composite,MAT_0103,107,107,37.56,4018.96,2025-08-25,2025-09-02,8,5
PO-00272,2025-07-07,Karteks Banja Luka,MAT_0421,5706,5706,0.7,4017.64,2025-07-09,2025-07-09,0,4
PO-00543,2025-07-07,Global Trim,MAT_0331,5301,5301,0.12,625.82,2025-08-10,2025-08-10,0,5
PO-01611,2025-07-08,Coats Group,MAT_0045,783,783,5.55,4348.27,2025-07-20,2025-07-22,2,5
PO-00033,2025-07-08,Crocs Inc (supplied),MAT_0063,1119,1119,9.08,10161.83,2025-08-13,2025-08-13,0,4
PO-01377,2025-07-08,Global Trim,MAT_0036,9740,9740,0.1,987.72,2025-08-07,2025-08-07,0,4
PO-00650,2025-07-09,Toray Industries,MAT_0488,576,425,16.55,7034.98,2025-08-28,2025-08-29,1,5
PO-00935,2025-07-09,Global Trim,MAT_0036,2641,2641,0.1,267.33,2025-08-08,2025-08-13,5,4
PO-00939,2025-07-09,Toray Composite,MAT_0216,74,50,38.29,1914.67,2025-08-27,2025-08-27,0,4
PO-00148,2025-07-09,Texon International,MAT_0212,800,800,3.41,2729.39,2025-07-26,2025-07-26,0,4
PO-01182,2025-07-10,Zhejiang Paper,MAT_0083,6021,6021,0.07,411.39,2025-08-23,2025-08-23,0,4
PO-01896,2025-07-10,NXP Semiconductors,MAT_0193,3456,3456,0.48,1660.54,2025-07-26,2025-07-26,0,2
PO-00194,2025-07-10,Toray Composite,MAT_0180,76,51,53.83,2745.58,2025-08-17,2025-08-17,0,4
PO-01588,2025-07-10,NXP Semiconductors,MAT_0415,3295,2533,0.5,1257.35,2025-07-24,2025-07-24,0,5
PO-01403,2025-07-10,Covestro AG,MAT_0133,302,302,8.37,2528.67,2025-07-24,2025-07-24,0,4
PO-01804,2025-07-10,Texon International,MAT_0212,269,269,3.38,908.7,2025-07-27,2025-07-29,2,3
PO-00906,2025-07-11,Henkel AG,MAT_0051,428,428,17.17,7348.25,2025-07-24,2025-07-24,0,4
PO-00328,2025-07-11,Gomma Padana,MAT_0010,1839,1839,12.26,22543.53,2025-07-23,2025-07-24,1,4
PO-01359,2025-07-11,American & Efird,MAT_0109,819,819,5.76,4719.08,2025-08-16,2025-08-16,0,3
PO-01045,2025-07-11,Crocs Inc (supplied),MAT_0233,1516,1516,9.24,14010.48,2025-08-20,2025-08-20,0,4
PO-01046,2025-07-11,Far Eastern Textile,MAT_0251,3634,3634,3.93,14276.31,2025-08-14,2025-08-15,1,3
PO-00506,2025-07-11,Toray Composite,MAT_0295,503,503,37.93,19077.69,2025-08-26,2025-08-26,0,4
PO-00227,2025-07-11,Zhejiang Paper,MAT_0347,8699,5652,0.07,405.14,2025-08-10,2025-08-10,0,5
PO-00691,2025-07-12,NXP Semiconductors,MAT_0255,4092,4092,0.44,1794.82,2025-07-21,2025-07-21,0,5
PO-00574,2025-07-12,Texon International,MAT_0248,1579,1579,2.86,4523.46,2025-07-24,2025-07-24,0,5
PO-00892,2025-07-12,Coats Group,MAT_0462,1090,1090,6.52,7108.47,2025-07-26,2025-07-26,0,4
PO-00238,2025-07-12,Toray Composite,MAT_0180,121,121,51.66,6250.84,2025-08-19,2025-09-06,18,3
PO-00755,2025-07-13,Zhejiang Paper,MAT_0347,5349,5349,0.07,375.2,2025-08-12,2025-08-14,2,5
PO-01902,2025-07-13,Toray Industries,MAT_0303,1558,1558,20.99,32697.59,2025-09-04,2025-09-04,0,4
PO-01419,2025-07-13,Far Eastern Textile,MAT_0218,2091,2091,3.58,7495.22,2025-08-25,2025-08-25,0,5
PO-00270,2025-07-13,Far Eastern Textile,MAT_0183,1124,1124,3.9,4380.05,2025-08-21,2025-09-02,12,4
PO-01881,2025-07-13,Zhejiang Paper,MAT_0201,10583,10583,0.1,1051.09,2025-08-18,2025-08-18,0,5
PO-01833,2025-07-13,Toray Industries,MAT_0108,881,881,21.46,18905.3,2025-08-22,2025-08-23,1,4
PO-00992,2025-07-13,Toray Composite,MAT_0389,63,63,40.06,2523.58,2025-08-24,2025-08-24,0,5
PO-01793,2025-07-13,Shenzhen Minghui,MAT_0189,19979,19979,0.03,611.24,2025-08-16,2025-08-16,0,4
PO-00532,2025-07-13,Shenzhen Minghui,MAT_0284,19382,19382,0.03,574.98,2025-08-21,2025-08-21,0,4
PO-01467,2025-07-14,Toray Industries,MAT_0383,956,956,17.38,16616.96,2025-08-20,2025-08-20,0,5
PO-00553,2025-07-14,NXP Semiconductors,MAT_0017,7199,7199,0.45,3262.14,2025-07-27,2025-07-27,0,5
PO-01726,2025-07-15,NXP Semiconductors,MAT_0415,1050,1050,0.51,533.06,2025-07-29,2025-08-03,5,4
PO-01928,2025-07-15,Henkel AG,MAT_0308,281,281,20.09,5645.13,2025-07-27,2025-07-27,0,1
PO-01452,2025-07-15,Zhejiang Paper,MAT_0305,7028,7028,0.09,636.25,2025-08-19,2025-08-19,0,4
PO-00412,2025-07-15,Henkel AG,MAT_0062,286,286,18.41,5264.49,2025-07-22,2025-07-22,0,5
PO-01144,2025-07-16,Gomma Padana,MAT_0460,768,768,12.79,9823.3,2025-08-03,2025-08-11,8,4
PO-00536,2025-07-16,American & Efird,MAT_0229,952,952,6.94,6605.4,2025-08-16,2025-08-16,0,5
PO-01060,2025-07-16,Far Eastern Textile,MAT_0410,3099,3099,3.49,10810.04,2025-09-02,2025-09-02,0,5
PO-01489,2025-07-16,Texon International,MAT_0281,833,662,3.52,2330.76,2025-07-28,2025-08-01,4,4
PO-01719,2025-07-16,Far Eastern Textile,MAT_0348,1404,1404,3.76,5274.67,2025-08-22,2025-08-22,0,5
PO-01493,2025-07-16,Texon International,MAT_0416,1403,1403,2.8,3933.3,2025-08-05,2025-08-05,0,4
PO-00730,2025-07-16,NXP Semiconductors,MAT_0399,6922,6922,0.48,3304.39,2025-07-26,2025-07-26,0,3
PO-01836,2025-07-17,Toray Industries,MAT_0167,627,627,19.62,12302.1,2025-09-03,2025-09-03,0,5
PO-01270,2025-07-17,Foam Italia,MAT_0198,2457,2457,3.86,9482.76,2025-07-29,2025-08-02,4,5
PO-01862,2025-07-17,Henkel AG,MAT_0432,215,215,13.38,2876.86,2025-07-25,2025-07-25,0,4
PO-01343,2025-07-17,Karteks Banja Luka,MAT_0128,4132,4132,0.7,2900.12,2025-07-20,2025-07-20,0,4
PO-01505,2025-07-17,Global Trim,MAT_0346,2648,2648,0.12,318.31,2025-08-24,2025-08-24,0,3
PO-00401,2025-07-17,Gomma Padana,MAT_0064,387,387,12.44,4816.16,2025-08-03,2025-08-03,0,4
PO-01188,2025-07-18,Coats Group,MAT_0462,1199,1199,6.68,8007.27,2025-08-01,2025-08-01,0,4
PO-01507,2025-07-18,Texon International,MAT_0084,2337,2337,3.27,7640.08,2025-08-07,2025-08-07,0,4
PO-01816,2025-07-18,Covestro AG,MAT_0487,346,346,10.71,3706.53,2025-08-02,2025-08-16,14,4
PO-01228,2025-07-19,Global Trim,MAT_0171,2119,2119,0.12,259.84,2025-08-22,2025-08-22,0,4
PO-01622,2025-07-19,Karteks Banja Luka,MAT_0067,5587,3569,0.71,2533.5,2025-07-22,2025-07-22,0,4
PO-01682,2025-07-19,Covestro AG,MAT_0487,457,457,11.03,5042.03,2025-08-03,2025-08-08,5,4
PO-01870,2025-07-20,Crocs Inc (supplied),MAT_0063,796,796,8.94,7113.11,2025-08-25,2025-08-25,0,3
PO-00684,2025-07-20,Covestro AG,MAT_0241,438,438,8.77,3841.48,2025-07-28,2025-07-28,0,1
PO-01852,2025-07-20,Coats Group,MAT_0269,847,847,6.04,5116.41,2025-08-04,2025-08-04,0,5
PO-00346,2025-07-20,Crocs Inc (supplied),MAT_0208,249,249,10.01,2492.51,2025-08-23,2025-08-23,0,4
PO-00883,2025-07-20,Karteks Banja Luka,MAT_0203,2113,2113,0.71,1496.69,2025-07-23,2025-07-23,0,4
PO-00656,2025-07-20,Covestro AG,MAT_0260,236,236,8.65,2040.67,2025-07-30,2025-07-30,0,4
PO-01153,2025-07-20,Toray Composite,MAT_0390,101,101,45.15,4560.31,2025-09-12,2025-09-12,0,4
PO-00163,2025-07-20,Toray Composite,MAT_0390,269,269,45.77,12312.17,2025-09-12,2025-09-13,1,3
PO-01614,2025-07-20,Covestro AG,MAT_0053,641,641,9.7,6219.82,2025-08-02,2025-08-02,0,3
PO-01404,2025-07-21,Global Trim,MAT_0041,5994,5994,0.14,827.73,2025-08-26,2025-08-26,0,4
PO-01215,2025-07-21,Karteks Banja Luka,MAT_0297,3383,3383,0.79,2682.71,2025-07-26,2025-07-26,0,5
PO-00767,2025-07-22,Henkel AG,MAT_0276,1091,1091,15.32,16717.39,2025-08-03,2025-08-09,6,5
PO-00380,2025-07-22,Zecchetto Accessori,MAT_0015,5045,5045,0.8,4051.88,2025-08-04,2025-08-04,0,4
PO-01500,2025-07-22,Texon International,MAT_0094,955,955,2.86,2728.2,2025-08-08,2025-08-08,0,5
PO-00039,2025-07-22,Covestro AG,MAT_0419,418,418,7.53,3147.97,2025-07-29,2025-07-29,0,4
PO-00449,2025-07-23,Global Trim,MAT_0326,13590,13590,0.11,1488.23,2025-09-02,2025-09-02,0,4
PO-00831,2025-07-23,Shenzhen Minghui,MAT_0284,30510,30510,0.03,892.35,2025-08-31,2025-08-31,0,3
PO-00575,2025-07-23,Covestro AG,MAT_0304,800,800,10.22,8178.7,2025-07-31,2025-07-31,0,4
PO-00872,2025-07-23,Crocs Inc (supplied),MAT_0211,1345,1345,8.42,11328.24,2025-08-26,2025-08-29,3,5
PO-00141,2025-07-23,Gomma Padana,MAT_0130,324,243,15.95,3875.76,2025-08-05,2025-08-06,1,4
PO-00614,2025-07-24,Crocs Inc (supplied),MAT_0122,1150,1150,8.07,9280.33,2025-08-21,2025-08-21,0,5
PO-01310,2025-07-24,Gomma Padana,MAT_0210,786,786,15.44,12136.03,2025-08-01,2025-08-01,0,4
PO-01456,2025-07-24,Crocs Inc (supplied),MAT_0122,1047,1047,7.86,8231.19,2025-08-21,2025-08-21,0,4
PO-01478,2025-07-24,Henkel AG,MAT_0276,294,294,15.14,4449.82,2025-08-05,2025-08-05,0,2
PO-00741,2025-07-25,Coats Group,MAT_0104,824,824,6.74,5552.59,2025-08-14,2025-08-14,0,5
PO-01625,2025-07-25,Foam Italia,MAT_0117,1854,1854,3.68,6820.53,2025-08-12,2025-08-13,1,4
PO-01800,2025-07-25,Crocs Inc (supplied),MAT_0237,717,717,9.13,6545.77,2025-08-30,2025-09-04,5,5
PO-01127,2025-07-26,Gomma Padana,MAT_0037,204,204,13.81,2816.76,2025-08-03,2025-08-06,3,3
PO-01868,2025-07-26,Foam Italia,MAT_0340,1618,1618,3.35,5422.04,2025-08-08,2025-08-12,4,5
PO-00859,2025-07-26,Texon International,MAT_0170,753,704,3.14,2210.5,2025-08-11,2025-08-11,0,3
PO-00568,2025-07-26,Zhejiang Paper,MAT_0268,12303,12303,0.09,1090.48,2025-08-30,2025-09-08,9,4
PO-00020,2025-07-26,Gomma Padana,MAT_0223,684,684,12.8,8757.02,2025-08-09,2025-08-10,1,3
PO-00550,2025-07-26,Covestro AG,MAT_0458,1092,792,8.9,7048.56,2025-08-04,2025-08-04,0,5
PO-00783,2025-07-27,Crocs Inc (supplied),MAT_0063,1598,1598,9.18,14674.35,2025-09-01,2025-09-01,0,4
PO-01803,2025-07-27,Toray Composite,MAT_0295,508,508,38.28,19447.73,2025-09-11,2025-09-11,0,5
PO-01729,2025-07-27,Shenzhen Minghui,MAT_0070,26870,21283,0.03,636.58,2025-09-06,2025-09-06,0,4
PO-00124,2025-07-27,American & Efird,MAT_0420,391,391,6.89,2693.17,2025-09-02,2025-09-11,9,4
PO-00221,2025-07-27,Toray Composite,MAT_0012,128,128,45.46,5819.03,2025-09-16,2025-09-16,0,2
PO-01373,2025-07-27,Henkel AG,MAT_0091,140,140,23.26,3256.32,2025-08-07,2025-08-07,0,4
PO-00388,2025-07-27,Toray Industries,MAT_0302,750,750,17.77,13330.76,2025-09-16,2025-10-04,18,4
PO-01936,2025-07-27,Gomma Padana,MAT_0231,380,295,12.12,3574.53,2025-08-06,2025-08-08,2,5
PO-01116,2025-07-28,Shenzhen Minghui,MAT_0020,12367,12367,0.03,371.97,2025-09-10,2025-09-24,14,5
PO-00171,2025-07-28,Toray Industries,MAT_0236,357,357,22.3,7961.29,2025-09-13,2025-09-13,0,5
PO-00552,2025-07-28,Texon International,MAT_0286,734,734,3.96,2905.04,2025-08-08,2025-08-08,0,4
PO-01848,2025-07-29,Toray Industries,MAT_0096,1207,1207,20.79,25093.86,2025-09-13,2025-09-13,0,3
PO-00988,2025-07-29,NXP Semiconductors,MAT_0415,2134,2134,0.52,1106.41,2025-08-12,2025-08-12,0,4
PO-01890,2025-07-29,Foam Italia,MAT_0222,1396,1396,5.01,6996.75,2025-08-07,2025-08-07,0,5
PO-01553,2025-07-29,Toray Industries,MAT_0352,1130,1130,16.81,19000.33,2025-09-17,2025-09-21,4,3
PO-01286,2025-07-29,NXP Semiconductors,MAT_0409,4061,4061,0.42,1714.32,2025-08-14,2025-08-14,0,3
PO-01245,2025-07-29,Henkel AG,MAT_0136,223,223,19.07,4252.6,2025-08-07,2025-08-09,2,3
PO-01732,2025-07-30,Global Trim,MAT_0314,4186,4186,0.12,510.9,2025-09-10,2025-09-14,4,4
PO-00187,2025-07-30,Covestro AG,MAT_0487,502,502,11.09,5566.98,2025-08-14,2025-08-14,0,4
PO-00491,2025-07-30,Covestro AG,MAT_0053,476,476,9.69,4614.18,2025-08-12,2025-08-12,0,4
PO-00717,2025-07-31,Covestro AG,MAT_0165,176,176,10.57,1859.78,2025-08-13,2025-08-14,1,3
PO-00880,2025-07-31,Coats Group,MAT_0462,715,715,6.48,4633.95,2025-08-14,2025-08-14,0,5
PO-00448,2025-07-31,Covestro AG,MAT_0215,943,943,8.71,8209.32,2025-08-07,2025-08-12,5,4
PO-00779,2025-07-31,Gomma Padana,MAT_0010,412,412,12.16,5008.72,2025-08-12,2025-08-12,0,4
PO-01632,2025-07-31,Toray Industries,MAT_0134,1031,1031,20.75,21397.83,2025-09-24,2025-10-04,10,4
PO-01137,2025-08-01,Coats Group,MAT_0269,783,783,5.85,4580.18,2025-08-16,2025-08-28,12,4
PO-00004,2025-08-01,Karteks Banja Luka,MAT_0203,5998,5998,0.7,4183.45,2025-08-04,2025-08-04,0,5
PO-01763,2025-08-01,Far Eastern Textile,MAT_0288,2257,2257,3.46,7815.21,2025-09-14,2025-09-14,0,5
PO-00267,2025-08-01,Shenzhen Minghui,MAT_0439,16396,16396,0.04,664.16,2025-09-06,2025-09-07,1,2
PO-01634,2025-08-01,American & Efird,MAT_0093,402,402,5.84,2346.29,2025-09-02,2025-09-02,0,2
PO-01974,2025-08-01,Crocs Inc (supplied),MAT_0122,1437,1437,7.78,11175.0,2025-08-29,2025-08-29,0,3
PO-00938,2025-08-01,Texon International,MAT_0281,883,883,3.62,3194.99,2025-08-13,2025-08-13,0,3
PO-00966,2025-08-01,Karteks Banja Luka,MAT_0373,734,734,0.54,398.44,2025-08-05,2025-08-05,0,4
PO-00520,2025-08-01,Henkel AG,MAT_0343,688,688,25.92,17829.57,2025-08-10,2025-08-15,5,4
PO-00007,2025-08-02,Crocs Inc (supplied),MAT_0208,354,354,9.94,3519.32,2025-09-05,2025-09-05,0,3
PO-01941,2025-08-02,NXP Semiconductors,MAT_0409,4231,4231,0.43,1818.03,2025-08-18,2025-08-18,0,4
PO-01535,2025-08-02,Toray Composite,MAT_0180,100,100,51.47,5146.73,2025-09-09,2025-09-09,0,4
PO-00556,2025-08-03,American & Efird,MAT_0420,954,954,6.68,6373.66,2025-09-09,2025-09-09,0,5
PO-00369,2025-08-03,Zecchetto Accessori,MAT_0142,596,596,0.79,469.19,2025-08-18,2025-08-18,0,5
PO-00759,2025-08-03,Crocs Inc (supplied),MAT_0025,1761,1761,8.41,14813.77,2025-09-06,2025-09-06,0,4
PO-00522,2025-08-03,Crocs Inc (supplied),MAT_0318,375,375,7.45,2795.19,2025-09-06,2025-09-06,0,2
PO-01309,2025-08-03,Far Eastern Textile,MAT_0395,2006,2006,4.34,8696.88,2025-09-05,2025-09-05,0,4
PO-01202,2025-08-03,Zecchetto Accessori,MAT_0356,4538,4538,0.94,4273.87,2025-08-13,2025-08-16,3,5
PO-01699,2025-08-04,Crocs Inc (supplied),MAT_0237,941,781,8.74,6825.81,2025-09-09,2025-09-09,0,4
PO-00671,2025-08-04,Foam Italia,MAT_0266,1629,1629,4.01,6528.03,2025-08-21,2025-08-21,0,5
PO-01541,2025-08-04,Crocs Inc (supplied),MAT_0147,677,677,9.66,6538.29,2025-09-02,2025-09-02,0,4
PO-01055,2025-08-04,Crocs Inc (supplied),MAT_0208,728,728,9.73,7081.51,2025-09-07,2025-09-07,0,5
PO-00888,2025-08-04,Crocs Inc (supplied),MAT_0211,1351,1351,8.17,11034.64,2025-09-07,2025-09-12,5,5
PO-01383,2025-08-05,Henkel AG,MAT_0321,834,834,23.57,19659.35,2025-08-16,2025-08-16,0,5
PO-00353,2025-08-05,NXP Semiconductors,MAT_0382,2639,2639,0.39,1038.22,2025-08-21,2025-08-21,0,4
PO-01180,2025-08-06,American & Efird,MAT_0396,527,527,7.92,4174.2,2025-09-02,2025-09-02,0,3
PO-00040,2025-08-06,Zecchetto Accessori,MAT_0401,3402,3402,0.93,3172.89,2025-08-14,2025-08-18,4,4
PO-01774,2025-08-06,Zecchetto Accessori,MAT_0197,3031,2832,1.06,2996.5,2025-08-24,2025-08-24,0,1
PO-00419,2025-08-06,Henkel AG,MAT_0091,165,165,23.83,3931.51,2025-08-17,2025-08-17,0,5
PO-01906,2025-08-06,Henkel AG,MAT_0363,324,324,24.95,8084.35,2025-08-14,2025-08-14,0,3
PO-01142,2025-08-06,Far Eastern Textile,MAT_0168,1586,1586,4.45,7052.86,2025-09-07,2025-09-07,0,4
PO-00430,2025-08-06,Far Eastern Textile,MAT_0008,4106,4106,3.2,13129.49,2025-09-16,2025-09-16,0,5
PO-01519,2025-08-07,Coats Group,MAT_0045,1398,1226,5.63,6906.75,2025-08-19,2025-08-19,0,5
PO-01969,2025-08-07,Toray Industries,MAT_0274,203,203,17.7,3593.57,2025-09-15,2025-09-15,0,4
PO-00112,2025-08-07,Zhejiang Paper,MAT_0268,5644,5644,0.09,495.02,2025-09-11,2025-09-20,9,5
PO-00588,2025-08-08,Texon International,MAT_0286,819,819,3.97,3254.59,2025-08-19,2025-08-19,0,3
PO-01854,2025-08-08,Zecchetto Accessori,MAT_0197,3768,3768,1.05,3972.64,2025-08-26,2025-08-31,5,5
PO-00633,2025-08-08,Far Eastern Textile,MAT_0482,1599,1599,4.4,7042.07,2025-09-15,2025-09-15,0,4
PO-00383,2025-08-08,Foam Italia,MAT_0275,1858,1858,3.6,6691.57,2025-08-17,2025-08-31,14,4
PO-01432,2025-08-08,Crocs Inc (supplied),MAT_0122,1047,1047,7.71,8069.75,2025-09-05,2025-09-05,0,4
PO-00450,2025-08-08,American & Efird,MAT_0333,247,166,6.86,1139.53,2025-09-07,2025-09-07,0,3
PO-01133,2025-08-08,Zecchetto Accessori,MAT_0057,1232,1232,0.86,1061.86,2025-08-20,2025-08-21,1,4
PO-00580,2025-08-08,Crocs Inc (supplied),MAT_0233,1556,1556,8.96,13943.17,2025-09-17,2025-09-18,1,3
PO-01173,2025-08-08,Zecchetto Accessori,MAT_0056,3050,3050,0.99,3033.61,2025-08-16,2025-08-16,0,4
PO-00628,2025-08-09,Toray Industries,MAT_0438,407,407,20.49,8340.71,2025-09-22,2025-09-22,0,3
PO-01538,2025-08-09,Texon International,MAT_0446,1770,1770,2.88,5089.01,2025-08-21,2025-08-21,0,4
PO-00922,2025-08-09,Gomma Padana,MAT_0190,159,159,13.26,2107.84,2025-08-23,2025-08-24,1,4
PO-01366,2025-08-09,Henkel AG,MAT_0330,665,665,15.12,10056.39,2025-08-22,2025-08-22,0,4
PO-01347,2025-08-09,Far Eastern Textile,MAT_0371,484,484,2.87,1390.74,2025-09-10,2025-09-10,0,4
PO-00899,2025-08-10,American & Efird,MAT_0021,742,742,6.56,4864.94,2025-09-19,2025-09-19,0,5
PO-00606,2025-08-10,Coats Group,MAT_0058,915,915,4.91,4489.45,2025-08-22,2025-08-22,0,5
PO-01335,2025-08-10,Gomma Padana,MAT_0011,1569,1569,14.06,22058.61,2025-08-28,2025-08-28,0,4
PO-00217,2025-08-11,Foam Italia,MAT_0298,2843,2843,3.89,11057.53,2025-08-25,2025-08-25,0,5
PO-00368,2025-08-11,Foam Italia,MAT_0086,1489,1489,4.22,6285.77,2025-08-27,2025-08-27,0,4
PO-01263,2025-08-11,Zecchetto Accessori,MAT_0474,3238,3238,0.95,3081.47,2025-08-22,2025-08-22,0,4
PO-01924,2025-08-11,Shenzhen Minghui,MAT_0148,14253,14253,0.03,424.86,2025-09-11,2025-09-11,0,1
PO-01659,2025-08-11,Toray Industries,MAT_0129,321,321,16.72,5367.27,2025-09-19,2025-09-19,0,4
PO-00260,2025-08-11,Shenzhen Minghui,MAT_0329,10584,10584,0.03,319.69,2025-09-23,2025-09-23,0,4
PO-00098,2025-08-11,Zecchetto Accessori,MAT_0497,3813,3813,0.81,3078.14,2025-08-29,2025-08-29,0,4
PO-01195,2025-08-12,Foam Italia,MAT_0275,1164,1164,3.53,4112.12,2025-08-21,2025-08-23,2,5
PO-01792,2025-08-12,Toray Composite,MAT_0389,124,124,38.32,4751.37,2025-09-23,2025-09-23,0,4
PO-00031,2025-08-12,Gomma Padana,MAT_0291,253,253,16.32,4128.13,2025-08-24,2025-08-29,5,5
PO-00421,2025-08-12,Coats Group,MAT_0195,1578,1578,5.75,9077.99,2025-08-29,2025-09-06,8,4
PO-01157,2025-08-13,Foam Italia,MAT_0299,3038,3038,5.01,15205.93,2025-08-31,2025-08-31,0,4
PO-01189,2025-08-13,Karteks Banja Luka,MAT_0345,3166,3166,0.77,2447.42,2025-08-17,2025-08-22,5,4
PO-00786,2025-08-13,Toray Composite,MAT_0012,532,532,45.78,24357.5,2025-10-03,2025-10-05,2,5
PO-01171,2025-08-13,Crocs Inc (supplied),MAT_0318,354,354,7.33,2593.91,2025-09-16,2025-09-16,0,5
PO-00423,2025-08-14,Shenzhen Minghui,MAT_0187,5767,5767,0.04,232.15,2025-09-24,2025-09-24,0,3
PO-01534,2025-08-14,Henkel AG,MAT_0035,487,487,22.48,10948.76,2025-08-26,2025-08-26,0,5
PO-00374,2025-08-14,Covestro AG,MAT_0360,1152,1152,8.3,9561.79,2025-08-26,2025-09-04,9,4
PO-01183,2025-08-14,Toray Composite,MAT_0162,191,191,48.18,9202.05,2025-09-26,2025-09-26,0,5
PO-00313,2025-08-14,Toray Industries,MAT_0287,1955,1955,19.69,38503.7,2025-09-29,2025-10-04,5,4
PO-01887,2025-08-15,Toray Composite,MAT_0390,77,77,46.29,3564.63,2025-10-08,2025-10-08,0,4
PO-00868,2025-08-15,Gomma Padana,MAT_0194,1349,1349,12.59,16980.24,2025-08-28,2025-08-28,0,4
PO-01262,2025-08-15,Toray Composite,MAT_0295,172,172,39.3,6759.21,2025-09-30,2025-10-01,1,5
PO-01472,2025-08-16,Henkel AG,MAT_0152,235,235,14.83,3485.56,2025-08-28,2025-08-28,0,4
PO-00378,2025-08-16,Zecchetto Accessori,MAT_0450,2407,2407,0.87,2104.66,2025-08-24,2025-08-24,0,1
PO-01835,2025-08-16,Toray Composite,MAT_0159,112,112,49.93,5592.36,2025-10-01,2025-10-01,0,4
PO-01608,2025-08-16,American & Efird,MAT_0229,1122,939,6.88,6459.66,2025-09-16,2025-09-16,0,2
PO-01103,2025-08-16,Shenzhen Minghui,MAT_0020,30454,30454,0.03,892.09,2025-09-29,2025-10-01,2,5
PO-00627,2025-08-16,Karteks Banja Luka,MAT_0259,2385,2385,0.74,1767.71,2025-08-19,2025-08-20,1,2
PO-00132,2025-08-16,Zecchetto Accessori,MAT_0450,2615,2615,0.87,2284.59,2025-08-24,2025-08-24,0,4
PO-00123,2025-08-16,Global Trim,MAT_0455,9299,9299,0.11,999.84,2025-09-28,2025-09-28,0,4
PO-00398,2025-08-17,Global Trim,MAT_0066,8079,8079,0.12,992.3,2025-09-21,2025-09-21,0,4
PO-00882,2025-08-17,Global Trim,MAT_0480,12339,12339,0.11,1361.61,2025-09-21,2025-09-22,1,5
PO-00248,2025-08-17,Karteks Banja Luka,MAT_0040,2601,2601,0.74,1913.19,2025-08-22,2025-08-22,0,5
PO-01934,2025-08-17,Crocs Inc (supplied),MAT_0233,1001,1001,9.14,9146.06,2025-09-26,2025-09-26,0,5
PO-01084,2025-08-17,Crocs Inc (supplied),MAT_0147,714,714,9.36,6680.3,2025-09-15,2025-09-15,0,4
PO-01695,2025-08-18,Foam Italia,MAT_0298,3451,3451,3.8,13127.08,2025-09-01,2025-09-01,0,5
PO-01700,2025-08-18,Far Eastern Textile,MAT_0008,3997,3997,3.19,12745.2,2025-09-28,2025-09-28,0,5
PO-01526,2025-08-18,Gomma Padana,MAT_0097,942,942,12.65,11913.2,2025-08-31,2025-08-31,0,2
PO-01278,2025-08-18,NXP Semiconductors,MAT_0394,1709,1709,0.41,705.14,2025-09-02,2025-09-02,0,4
PO-01275,2025-08-19,Shenzhen Minghui,MAT_0020,31287,31287,0.03,940.98,2025-10-02,2025-10-02,0,5
PO-00129,2025-08-19,Crocs Inc (supplied),MAT_0025,1792,1792,8.26,14806.83,2025-09-22,2025-09-26,4,4
PO-01283,2025-08-19,Covestro AG,MAT_0261,1261,1261,8.54,10763.9,2025-08-28,2025-08-28,0,5
PO-00655,2025-08-19,Gomma Padana,MAT_0196,890,890,12.47,11096.42,2025-09-04,2025-09-04,0,3
PO-01234,2025-08-19,Global Trim,MAT_0380,3610,3610,0.13,476.63,2025-09-26,2025-09-26,0,2
PO-01250,2025-08-19,Zhejiang Paper,MAT_0294,25735,20227,0.08,1586.3,2025-09-18,2025-09-21,3,4
PO-00860,2025-08-19,Texon International,MAT_0023,583,583,3.37,1964.38,2025-09-06,2025-09-06,0,3
PO-00943,2025-08-20,Texon International,MAT_0069,1980,1980,3.88,7672.82,2025-09-10,2025-09-10,0,5
PO-00884,2025-08-20,Shenzhen Minghui,MAT_0052,21250,21250,0.03,637.51,2025-09-19,2025-09-30,11,3
PO-00297,2025-08-20,Toray Composite,MAT_0389,106,106,39.2,4154.98,2025-10-01,2025-10-04,3,4
PO-01617,2025-08-20,Gomma Padana,MAT_0223,902,902,12.45,11233.61,2025-09-03,2025-09-08,5,3
